"Batch","Site","Transect","Date","Latitude","Longitude","Depth","Subregion","Zone","Habitat","Species","Width","Height","Bleaching","Old","Recent","oPercRecMort","dPercRecMort","TLRate","Disease Conditions","Other Conditions"
"FRRP 2009","F4018","1","9/23/2009","25.31609","-80.15453","54.1365","Biscayne","Forereef","SPGR_LR","MDEC","10","4","","0","0","","","","",""
"FRRP 2009","F4018","1","9/23/2009","25.31609","-80.15453","54.1365","Biscayne","Forereef","SPGR_LR","MDEC","32","18","","0","0","","","","",""
"FRRP 2009","F4019","1","9/23/2009","25.31515","-80.18844","13.124","Biscayne","Forereef","CONT_LR","OFAV","50","40","","5","0","","","","",""
"FRRP 2009","F4019","1","9/23/2009","25.31515","-80.18844","13.124","Biscayne","Forereef","CONT_LR","SSID","27","15","","10","0","","","","",""
"FRRP 2009","F4019","1","9/23/2009","25.31515","-80.18844","13.124","Biscayne","Forereef","CONT_LR","SSID","10","4","","10","0","","","","",""
"FRRP 2009","F4019","1","9/23/2009","25.31515","-80.18844","13.124","Biscayne","Forereef","CONT_LR","PAST","5","1","","0","0","","","","",""
"FRRP 2009","F4019","1","9/23/2009","25.31515","-80.18844","13.124","Biscayne","Forereef","CONT_LR","SSID","10","1","","0","0","","","","",""
"FRRP 2009","F1158","1","9/23/2009","25.34692","-80.15099","29.8571","Biscayne","Forereef","CONT_LR","SSID","17","6","P","0","0","","","","",""
"FRRP 2009","F1158","1","9/23/2009","25.34692","-80.15099","29.8571","Biscayne","Forereef","CONT_LR","DSTO","12","9","","70","0","","","","",""
"FRRP 2009","F1158","1","9/23/2009","25.34692","-80.15099","29.8571","Biscayne","Forereef","CONT_LR","SSID","27","6","","10","0","","","","",""
"FRRP 2009","F1158","1","9/23/2009","25.34692","-80.15099","29.8571","Biscayne","Forereef","CONT_LR","DSTO","11","6","","20","0","","","","",""
"FRRP 2009","F1158","1","9/23/2009","25.34692","-80.15099","29.8571","Biscayne","Forereef","CONT_LR","SSID","12","5","","0","0","","","","",""
"FRRP 2009","F1158","1","9/23/2009","25.34692","-80.15099","29.8571","Biscayne","Forereef","CONT_LR","AAGA","13","9","PB","0","0","","","","",""
"FRRP 2009","F1158","1","9/23/2009","25.34692","-80.15099","29.8571","Biscayne","Forereef","CONT_LR","SSID","22","10","","0","0","","","","",""
"FRRP 2009","F1158","1","9/23/2009","25.34692","-80.15099","29.8571","Biscayne","Forereef","CONT_LR","SSID","9","1","","0","0","","","","",""
"FRRP 2009","F1158","1","9/23/2009","25.34692","-80.15099","29.8571","Biscayne","Forereef","CONT_LR","PPOR","9","1","","0","0","","","","",""
"FRRP 2009","F1158","1","9/23/2009","25.34692","-80.15099","29.8571","Biscayne","Forereef","CONT_LR","PAST","16","7","","0","0","","","","",""
"FRRP 2009","F2148","1","9/23/2009","25.33044","-80.1717","30.8414","Biscayne","Offshore Patch Reef","ISOL_MR","OANN","20","4","","0","0","","","","",""
"FRRP 2009","F2148","1","9/23/2009","25.33044","-80.1717","30.8414","Biscayne","Offshore Patch Reef","ISOL_MR","MCAV","5","3","","0","0","","","","",""
"FRRP 2009","F2148","1","9/23/2009","25.33044","-80.1717","30.8414","Biscayne","Offshore Patch Reef","ISOL_MR","PPOR","7","8","","0","0","","","","",""
"FRRP 2009","F2148","1","9/23/2009","25.33044","-80.1717","30.8414","Biscayne","Offshore Patch Reef","ISOL_MR","PPOR","10","7","","0","0","","","","",""
"FRRP 2009","F2148","1","9/23/2009","25.33044","-80.1717","30.8414","Biscayne","Offshore Patch Reef","ISOL_MR","SBOU","18","15","","40","0","","","","",""
"FRRP 2009","F2148","1","9/23/2009","25.33044","-80.1717","30.8414","Biscayne","Offshore Patch Reef","ISOL_MR","OANN","28","14","","0","0","","","","",""
"FRRP 2009","F2148","1","9/23/2009","25.33044","-80.1717","30.8414","Biscayne","Offshore Patch Reef","ISOL_MR","PPOR","12","8","","0","0","","","","",""
"FRRP 2009","F2148","1","9/23/2009","25.33044","-80.1717","30.8414","Biscayne","Offshore Patch Reef","ISOL_MR","PPOR","71","35","","20","0","","","","",""
"FRRP 2009","F2148","1","9/23/2009","25.33044","-80.1717","30.8414","Biscayne","Offshore Patch Reef","ISOL_MR","SINT","19","7","","50","0","","","","",""
"FRRP 2009","F2148","1","9/23/2009","25.33044","-80.1717","30.8414","Biscayne","Offshore Patch Reef","ISOL_MR","ALAM","15","2","PB","0","0","","","","",""
"FRRP 2009","F2148","1","9/23/2009","25.33044","-80.1717","30.8414","Biscayne","Offshore Patch Reef","ISOL_MR","SINT","18","3","","60","0","","","","",""
"FRRP 2009","F2148","1","9/23/2009","25.33044","-80.1717","30.8414","Biscayne","Offshore Patch Reef","ISOL_MR","SSID","10","5","P","0","0","","","","",""
"FRRP 2009","F2148","1","9/23/2009","25.33044","-80.1717","30.8414","Biscayne","Offshore Patch Reef","ISOL_MR","PAST","15","7","","0","0","","","","",""
"FRRP 2009","F2148","1","9/23/2009","25.33044","-80.1717","30.8414","Biscayne","Offshore Patch Reef","ISOL_MR","SSID","23","13","","30","0","","","","",""
"FRRP 2009","F2148","1","9/23/2009","25.33044","-80.1717","30.8414","Biscayne","Offshore Patch Reef","ISOL_MR","PPOR","13","10","","0","0","","","","",""
"FRRP 2009","F2148","1","9/23/2009","25.33044","-80.1717","30.8414","Biscayne","Offshore Patch Reef","ISOL_MR","SSID","5","1","","0","0","","","","",""
"FRRP 2009","F2148","1","9/23/2009","25.33044","-80.1717","30.8414","Biscayne","Offshore Patch Reef","ISOL_MR","DSTO","13","6","","60","0","","","","",""
"FRRP 2009","F2148","1","9/23/2009","25.33044","-80.1717","30.8414","Biscayne","Offshore Patch Reef","ISOL_MR","AAGA","10","3","P","0","0","","","","",""
"FRRP 2009","F2148","1","9/23/2009","25.33044","-80.1717","30.8414","Biscayne","Offshore Patch Reef","ISOL_MR","DSTO","12","7","","0","0","","","","",""
"FRRP 2009","F2148","1","9/23/2009","25.33044","-80.1717","30.8414","Biscayne","Offshore Patch Reef","ISOL_MR","SSID","22","8","","0","0","","","","",""
"FRRP 2009","F2148","1","9/23/2009","25.33044","-80.1717","30.8414","Biscayne","Offshore Patch Reef","ISOL_MR","SINT","14","5","","70","0","","","","",""
"FRRP 2009","F2148","1","9/23/2009","25.33044","-80.1717","30.8414","Biscayne","Offshore Patch Reef","ISOL_MR","AAGA","6","2","","0","0","","","","",""
"FRRP 2009","F2148","1","9/23/2009","25.33044","-80.1717","30.8414","Biscayne","Offshore Patch Reef","ISOL_MR","PAST","5","1","","0","0","","","","",""
"FRRP 2009","F2148","1","9/23/2009","25.33044","-80.1717","30.8414","Biscayne","Offshore Patch Reef","ISOL_MR","PFUR","19","6","","0","0","","","","",""
"FRRP 2009","F2148","1","9/23/2009","25.33044","-80.1717","30.8414","Biscayne","Offshore Patch Reef","ISOL_MR","SINT","10","5","","0","0","","","","",""
"FRRP 2009","F2148","1","9/23/2009","25.33044","-80.1717","30.8414","Biscayne","Offshore Patch Reef","ISOL_MR","SSID","8","4","P","0","0","","","","",""
"FRRP 2009","F2148","1","9/23/2009","25.33044","-80.1717","30.8414","Biscayne","Offshore Patch Reef","ISOL_MR","MCAV","34","13","","40","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","PAST","5","2","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","SINT","5","1","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","SSID","9","1","P","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","PFUR","22","10","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","MMEA","8","1","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","MCAV","7","1","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","DSTO","23","5","P","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","ALAM","6","2","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","DSTO","13","10","","60","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","AAGA","8","1","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","PPOR","7","5","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","SSID","5","1","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","SINT","11","1","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","PAST","5","3","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","AAGA","8","4","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","PAST","7","9","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","DSTO","7","2","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","PDIV","15","8","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","SRAD","4","1","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","PFUR","12","9","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","AAGA","5","3","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","PPOR","4","4","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","PAST","11","2","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","PAST","5","2","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","DSTO","6","2","P","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","PPOR","10","5","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","DSTO","5","2","","10","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","DSTO","8","3","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","PAST","7","6","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","DSTO","20","8","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","DSTO","15","8","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","PAST","5","2","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","AAGA","9","3","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","PAST","10","3","","0","0","","","","",""
"FRRP 2009","F1148","1","9/23/2009","25.33597","-80.17061","22.967","Biscayne","Offshore Patch Reef","ISOL_MR","PAST","7","4","","0","0","","","","",""
"FRRP 2009","F1153","1","9/23/2009","25.3368","-80.16823","19.0298","Biscayne","Forereef","CONT_LR","MMEA","27","16","","0","0","","","","",""
"FRRP 2009","F1153","1","9/23/2009","25.3368","-80.16823","19.0298","Biscayne","Forereef","CONT_LR","PPOR","6","2","","0","0","","","","",""
"FRRP 2009","F1153","1","9/23/2009","25.3368","-80.16823","19.0298","Biscayne","Forereef","CONT_LR","PPOR","6","4","","0","0","","","","",""
"FRRP 2009","F1153","1","9/23/2009","25.3368","-80.16823","19.0298","Biscayne","Forereef","CONT_LR","CNAT","46","25","","20","0","","","","",""
"FRRP 2009","F1153","1","9/23/2009","25.3368","-80.16823","19.0298","Biscayne","Forereef","CONT_LR","SSID","10","3","","0","0","","","","",""
"FRRP 2009","F1153","1","9/23/2009","25.3368","-80.16823","19.0298","Biscayne","Forereef","CONT_LR","AAGA","5","1","","0","0","","","","",""
"FRRP 2009","F1153","1","9/23/2009","25.3368","-80.16823","19.0298","Biscayne","Forereef","CONT_LR","PPOR","4","2","","0","0","","","","",""
"FRRP 2009","F1153","1","9/23/2009","25.3368","-80.16823","19.0298","Biscayne","Forereef","CONT_LR","DSTO","8","6","","0","0","","","","",""
"FRRP 2009","F1153","1","9/23/2009","25.3368","-80.16823","19.0298","Biscayne","Forereef","CONT_LR","PAST","11","4","","0","0","","","","",""
"FRRP 2009","F1153","1","9/23/2009","25.3368","-80.16823","19.0298","Biscayne","Forereef","CONT_LR","SSID","6","2","PB","0","0","","","","",""
"FRRP 2009","F1153","1","9/23/2009","25.3368","-80.16823","19.0298","Biscayne","Forereef","CONT_LR","PPOR","6","2","","0","0","","","","",""
"FRRP 2009","F1153","1","9/23/2009","25.3368","-80.16823","19.0298","Biscayne","Forereef","CONT_LR","PPOR","8","4","","0","0","","","","",""
"FRRP 2009","F1153","1","9/23/2009","25.3368","-80.16823","19.0298","Biscayne","Forereef","CONT_LR","PPOR","5","3","","0","0","","","","",""
"FRRP 2009","F1153","1","9/23/2009","25.3368","-80.16823","19.0298","Biscayne","Forereef","CONT_LR","PAST","9","5","","0","0","","","","",""
"FRRP 2009","F1153","1","9/23/2009","25.3368","-80.16823","19.0298","Biscayne","Forereef","CONT_LR","MYCE","5","1","","0","0","","","","",""
"FRRP 2009","F1153","1","9/23/2009","25.3368","-80.16823","19.0298","Biscayne","Forereef","CONT_LR","PPOR","4","4","","0","0","","","","",""
"FRRP 2009","F1153","1","9/23/2009","25.3368","-80.16823","19.0298","Biscayne","Forereef","CONT_LR","DSTO","25","13","","10","0","","","","",""
"FRRP 2009","F1153","1","9/23/2009","25.3368","-80.16823","19.0298","Biscayne","Forereef","CONT_LR","PPOR","8","6","","0","0","","","","",""
"FRRP 2009","F1153","1","9/23/2009","25.3368","-80.16823","19.0298","Biscayne","Forereef","CONT_LR","PPOR","5","9","","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","PAST","7","3","","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","DSTO","13","9","","40","20","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","PAST","13","2","","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","SSID","13","3","PB","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","SSID","13","4","P","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","DSTO","31","15","","20","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","MYCE","22","4","","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","SCOL","5","2","","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","PAST","7","1","","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","AAGA","4","1","","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","PPOR","8","3","","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","SSID","25","7","PB","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","SSID","41","14","P","40","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","AAGA","6","3","","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","SSID","24","8","P","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","PAST","13","5","","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","SSID","34","12","P","40","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","AAGA","7","2","P","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","SSID","12","2","","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","DSTO","17","8","","10","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","DSTO","10","5","","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","SSID","13","5","","20","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","SSID","7","2","P","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","PAST","11","3","","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","SSID","15","1","P","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","PAST","17","12","","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","SBOU","24","17","PB","40","20","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","SSID","18","5","P","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","AAGA","5","1","","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","SSID","20","4","","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","PFUR","9","6","","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","PAST","9","5","","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","SSID","78","42","","70","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","AAGA","13","1","P","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","AAGA","10","4","PB","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","MYCE","9","1","","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","AAGA","13","8","","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","SSID","10","2","BL","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","AAGA","5","2","","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","AAGA","18","2","PB","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","AAGA","27","18","","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","SSID","50","15","","30","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","PAST","9","1","","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","AAGA","20","3","P","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","AAGA","30","4","PB","0","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","SBOU","50","40","","15","80","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","PAST","13","10","","40","0","","","","",""
"FRRP 2009","F1138","1","9/24/2009","25.34735","-80.17876","18.0455","Biscayne","Mid Channel","ISOL_MR","ALAM","7","1","P","0","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","MCAV","21","4","","70","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","SSID","19","6","","20","10","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","SSID","36","7","","10","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","DLAB","40","11","","20","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","SBOU","30","14","","30","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","PAST","14","4","","0","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","SSID","20","3","PB","0","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","PAST","13","3","","0","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","PSTR","130","46","","60","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","PAST","16","5","","0","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","AAGA","18","7","","0","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","DSTO","24","6","","20","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","SSID","16","3","PB","40","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","SSID","10","2","","10","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","SSID","14","7","","0","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","PAST","6","3","","0","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","PAST","9","3","","0","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","PAST","22","8","","0","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","PAST","8","4","","0","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","SSID","6","1","","0","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","DSTO","7","2","","0","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","PDIV","25","7","","90","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","PAST","10","2","","0","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","AAGA","7","1","","0","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","PAST","9","3","","0","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","PFUR","13","8","","0","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","PAST","5","3","","0","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","PFUR","11","10","","0","0","","","","",""
"FRRP 2009","F2133","1","9/24/2009","25.34963","-80.18631","15.0926","Biscayne","Mid Channel","ISOL_MR","OANN","16","7","","0","0","","","","",""
